"ID","Ressource","Type","Player","Team","Quantite","ContainerID","Unit","Marchand","Marchandise","Prix10","AV","Max"
"217","Epices","Rare","Nehbnefer","OR","343","","","","","","",""
"218","Papier","Artisanat_Industrie","Nehbnefer","OR","86","","","","","","",""
"219","Poupee de Ramauk","Rare","Nehbnefer","OR","93","","","","","","",""
"220","Dricks","Monnaie","Weisman","","467","","","","","","",""
"221","Pain","Nourriture","Weisman","","538","","","","","","",""
"222","Bois","Artisanat_Industrie","Weisman","","1223","","","","","","",""
"223","Metal","Artisanat_Industrie","Weisman","","64","","","","","","",""
"224","Cereales","Agriculture","Weisman","","1312","","","","","","",""
"225","Pierre","Artisanat_Industrie","Weisman","","927","","","","","","",""
"226","Chevrons de construction","Artisanat_Industrie","Weisman","","193","","","","","","",""
"227","Nourriture","","Weisman","EMPR","5198","","","","","","",""
"228","Dricks","","Maryl","","556","","","","","","",""
"229","Pain","Nourriture","Maryl","","271","","","","","","",""
"230","Bois","Artisanat_Industrie","Maryl","","357","","","","","","",""
"231","Metal","Artisanat_Industrie","Maryl","","360","","","","","","",""
"232","Cereales","Agriculture","Maryl","","1237","","","","","","",""
"233","Pierre","Artisanat_Industrie","Maryl","","352","","","","","","",""
"234","Chevrons de construction","Artisanat_Industrie","Maryl","","370","","","","","","",""
"235","Nourriture","","Maryl","HARA","2965","","","","","","",""
"246","Cadavres frais","Rare","Nehbnefer","OR","507","","","","","","",""
"247","Grain","Agriculture","Nehbnefer","OR","1932","","","","","","",""
"248","Engrenages","Industrie","Nehbnefer","OR","96","","","","","","",""
"249","Tissu","Artisanat_Industrie","Nehbnefer","OR","169","","","","","","",""
"250","Encens","Alchimie","Nehbnefer","OR","446","","","","","","",""
"251","Voile","Industrie","Nehbnefer","OR","88","","","","","","",""
"253","Pierre","","Creatures","NJ","25","","","","","","",""
"255","Spiritueux","Artisanat_Industrie","Nehbnefer","OR","102","","","","","","",""
"263","Dricks","","Gowryn","","381","","","","","","",""
"264","Pain","","Gowryn","","29","","","","","","",""
"265","Bois","Artisanat_Industrie","Gowryn","","340","","","","","","",""
"266","Metal","Artisanat_Industrie","Gowryn","","791","","","","","","",""
"267","Cereales","","Gowryn","","200","","","","","","",""
"268","Pierre","Artisanat_Industrie","Gowryn","","1243","","","","","","",""
"269","Chevrons de construction","Artisanat_Industrie","Gowryn","","248","","","","","","",""
"270","Acier","Artisanat_Industrie","Gowryn","","714","","","","","","",""
"271","Acier de Grim","Rare","Gowryn","","79","","","","","","",""
"272","Viande","","Gowryn","","31","","","","","","",""
"273","Nourriture","","Gowryn","","391","","","","","","",""
"274","Dricks","Monnaie","Calias","","173","","","","","","",""
"275","Pain","","Calias","","71","","","","","","",""
"276","Bois","Artisanat_Industrie","Calias","","508","","","","","","",""
"277","Metal","Artisanat_Industrie","Calias","","124","","","","","","",""
"278","Cereales","","Calias","","1858","","","","","","",""
"279","Pierre","Artisanat_Industrie","Calias","","1491","","","","","","",""
"280","Chevrons de construction","Artisanat_Industrie","Calias","","391","","","","","","",""
"281","Nourriture","","Calias","EMPR","546","","","","","","",""
"290","Dricks","Monnaie","Torgiel","","193","","","","","","",""
"291","Pain","Nourriture","Torgiel","","307","","","","","","",""
"292","Bois","Artisanat_Industrie","Torgiel","","524","","","","","","",""
"293","Metal","Artisanat_Industrie","Torgiel","","147","","","","","","",""
"294","Cereales","Agriculture","Torgiel","","62","","","","","","",""
"295","Pierre","Artisanat_Industrie","Torgiel","","608","","","","","","",""
"296","Chevrons de construction","Artisanat_Industrie","Torgiel","","131","","","","","","",""
"297","Viande","Nourriture","Torgiel","","128","","","","","","",""
"298","Nourriture","","Torgiel","ORKS","2126","","","","","","",""
"299","Dricks","","Mahoud","","147","","","","","","",""
"300","Pain","Nourriture","Mahoud","","312","","","","","","",""
"301","Bois","Artisanat_Industrie","Mahoud","","812","","","","","","",""
"302","Metal","","Mahoud","","530","","","","","","",""
"303","Cereales","Agriculture","Mahoud","","573","","","","","","",""
"304","Pierre","Artisanat_Industrie","Mahoud","","676","","","","","","",""
"305","Chevrons de construction","Artisanat_Industrie","Mahoud","","196","","","","","","",""
"306","Poupee de Ramauk","Rare","Mahoud","","23","","","","","","",""
"307","Nourriture","","Mahoud","CIA","4752","","","","","","",""
"308","Charbon","","Mahoud","","183","","","","","","",""
"309","Cuir","Artisanat_Industrie","Mahoud","CIA","93","","","","","","",""
"310","Fruits","Nourriture","Mahoud","CIA","810","","","","","","",""
"311","Gemmes","","Mahoud","","140","","","","","","",""
"312","Gibier","Nourriture","Mahoud","CIA","681","","","","","","",""
"313","Moral","","Mahoud","","448","","","","","","",""
"314","Pierres de vie","","Mahoud","","205","","","","","","",""
"315","Poissons","Nourriture","Mahoud","CIA","617","","","","","","",""
"316","Vegetaux","Agriculture","Mahoud","CIA","280","","","","","","",""
"317","Viande","Nourriture","Mahoud","CIA","371","","","","","","",""
"318","Epices","Rare","Mahoud","CIA","122","","","","","","",""
"319","Cadavres frais","","Mahoud","","188","","","","","","",""
"320","Grain","Agriculture","Mahoud","CIA","242","","","","","","",""
"321","Encens","Alchimie","Mahoud","CIA","40","","","","","","",""
"322","Spiritueux","","Mahoud","","71","","","","","","",""
"323","Acier","","Mahoud","","203","","","","","","",""
"324","Dricks","Monnaie","Carderon","","194","","","","","","",""
"325","Pain","Nourriture","Carderon","","24","","","","","","",""
"326","Bois","Artisanat_Industrie","Carderon","","935","","","","","","",""
"327","Metal","Artisanat_Industrie","Carderon","","845","","","","","","",""
"328","Cereales","Agriculture","Carderon","","70","","","","","","",""
"329","Pierre","Artisanat_Industrie","Carderon","","1400","","","","","","",""
"330","Chevrons de construction","Artisanat_Industrie","Carderon","","170","","","","","","",""
"331","Cadavres frais","Rare","Carderon","","18","","","","","","",""
"332","Pierres de vie","Rare","Carderon","","152","","","","","","",""
"333","Nourriture","","Carderon","GRIS","487","","","","","","",""
"334","Cadavres frais","Rare","Torgiel","ORKS","69","","","","","","",""
"335","Fruits","Nourriture","Torgiel","ORKS","146","","","","","","",""
"336","Gibier","Nourriture","Torgiel","ORKS","154","","","","","","",""
"337","Moral","Productivite","Torgiel","ORKS","397","","","","","","",""
"338","Pierres de vie","Rare","Torgiel","ORKS","40","","","","","","",""
"339","Vegetaux","Agriculture","Torgiel","ORKS","837","","","","","","",""
"340","Fruits","Nourriture","Maryl","HARA","152","","","","","","",""
"341","Gibier","Nourriture","Maryl","HARA","471","","","","","","",""
"342","Moral","Productivite","Maryl","HARA","357","","","","","","",""
"343","Pierres de vie","Rare","Maryl","HARA","53","","","","","","",""
"344","Poissons","Nourriture","Maryl","HARA","282","","","","","","",""
"345","Vegetaux","Agriculture","Maryl","HARA","1689","","","","","","",""
"347","Charbon","Industrie","Maryl","HARA","141","","","","","","",""
"348","Gemmes","Rare","Maryl","HARA","19","","","","","","",""
"349","Poissons","Nourriture","Torgiel","ORKS","148","","","","","","",""
"350","Encens","Alchimie","Calias","EMPR","196","","","","","","",""
"351","Fruits","","Calias","","23","","","","","","",""
"352","Gibier","","Calias","","46","","","","","","",""
"353","Moral","Productivite","Calias","EMPR","228","","","","","","",""
"354","Pierres de vie","Rare","Calias","EMPR","11","","","","","","",""
"355","Vegetaux","Agriculture","Calias","EMPR","1221","","","","","","",""
"356","Gemmes","Rare","Torgiel","ORKS","14","","","","","","",""
"357","Cuir","Artisanat_Industrie","Maryl","HARA","58","","","","","","",""
"358","Viande","Nourriture","Maryl","HARA","252","","","","","","",""
"359","Grain","Agriculture","Maryl","HARA","1224","","","","","","",""
"360","Perles","Rare","Nehbnefer","OR","39","","","","","","",""
"361","Dricks","Monnaie","Gunnar","","166","","","","","","",""
"362","Pain","Nourriture","Gunnar","","306","","","","","","",""
"363","Bois","Artisanat_Industrie","Gunnar","","463","","","","","","",""
"364","Metal","Artisanat_Industrie","Gunnar","","98","","","","","","",""
"365","Cereales","Agriculture","Gunnar","","463","","","","","","",""
"366","Pierre","Artisanat_Industrie","Gunnar","","376","","","","","","",""
"367","Chevrons de construction","Artisanat_Industrie","Gunnar","","139","","","","","","",""
"368","Nourriture","","Gunnar","SAUV","3616","","","","","","",""
"377","Tissu","","Mahoud","","80","","","","","","",""
"378","Charbon","Industrie","Calias","EMPR","379","","","","","","",""
"379","Cuir","Artisanat_Industrie","Calias","EMPR","133","","","","","","",""
"380","Viande","","Calias","","50","","","","","","",""
"381","Cadavres frais","Rare","Calias","EMPR","125","","","","","","",""
"382","Gemmes","Rare","Calias","EMPR","65","","","","","","",""
"383","Grain","Agriculture","Calias","EMPR","918","","","","","","",""
"384","Poissons","Nourriture","Calias","EMPR","28","","","","","","",""
"385","Cuir","Artisanat_Industrie","Torgiel","ORKS","22","","","","","","",""
"386","Encens","Alchimie","Maryl","HARA","0","","","","","","",""
"387","Epices","Rare","Maryl","HARA","26","","","","","","",""
"388","Grain","Agriculture","Torgiel","ORKS","66","","","","","","",""
"389","Cadavres frais","Rare","Maryl","HARA","163","","","","","","",""
"390","Acier","Artisanat_Industrie","Maryl","HARA","399","","","","","","",""
"391","Spiritueux","Artisanat_Industrie","Maryl","HARA","174","","","","","","",""
"392","Papier","Artisanat_Industrie","Maryl","HARA","16","","","","","","",""
"393","Tissu","Artisanat_Industrie","Maryl","HARA","80","","","","","","",""
"396","Engrenages","Industrie","Maryl","HARA","121","","","","","","",""
"397","Voile","Industrie","Maryl","HARA","5","","","","","","",""
"398","Voile","","Mahoud","","28","","","","","","",""
"399","Dricks","","Darh","","324","","","","","","",""
"400","Pain","Nourriture","Darh","","496","","","","","","",""
"401","Bois","Artisanat_Industrie","Darh","","943","","","","","","",""
"402","Metal","Artisanat_Industrie","Darh","","844","","","","","","",""
"403","Cereales","Agriculture","Darh","","1317","","","","","","",""
"404","Pierre","","Darh","","1048","","","","","","",""
"405","Chevrons de construction","Artisanat_Industrie","Darh","","265","","","","","","",""
"406","Nourriture","","Darh","OR","3915","","","","","","",""
"407","Dricks","Monnaie","Morjul","","204","","","","","","",""
"408","Pain","Nourriture","Morjul","","333","","","","","","",""
"409","Bois","Artisanat_Industrie","Morjul","","867","","","","","","",""
"410","Metal","Artisanat_Industrie","Morjul","","198","","","","","","",""
"411","Cereales","Agriculture","Morjul","","23","","","","","","",""
"412","Pierre","Artisanat_Industrie","Morjul","","275","","","","","","",""
"413","Chevrons de construction","Artisanat_Industrie","Morjul","","138","","","","","","",""
"414","Nourriture","","Morjul","OR","3048","","","","","","",""
"415","Charbon","Industrie","Darh","OR","15","","","","","","",""
"416","Fruits","Nourriture","Darh","OR","955","","","","","","",""
"417","Gemmes","Rare","Darh","OR","119","","","","","","",""
"418","Gibier","Nourriture","Darh","OR","343","","","","","","",""
"419","Moral","","Darh","","179","","","","","","",""
"420","Pierres de vie","Rare","Darh","OR","53","","","","","","",""
"421","Poissons","Nourriture","Darh","OR","151","","","","","","",""
"422","Vegetaux","Agriculture","Darh","OR","1193","","","","","","",""
"423","Charbon","Industrie","Morjul","OR","102","","","","","","",""
"424","Fruits","Nourriture","Morjul","OR","674","","","","","","",""
"425","Gemmes","Rare","Morjul","OR","80","","","","","","",""
"426","Gibier","Nourriture","Morjul","OR","390","","","","","","",""
"427","Moral","Productivite","Morjul","OR","172","","","","","","",""
"428","Pierres de vie","Rare","Morjul","OR","62","","","","","","",""
"429","Poissons","Nourriture","Morjul","OR","153","","","","","","",""
"430","Vegetaux","Agriculture","Morjul","OR","1023","","","","","","",""
"431","Fruits","","Carderon","","25","","","","","","",""
"432","Gibier","","Carderon","","170","","","","","","",""
"433","Moral","Productivite","Carderon","GRIS","169","","","","","","",""
"434","Poissons","Nourriture","Carderon","GRIS","29","","","","","","",""
"435","Vegetaux","Agriculture","Carderon","GRIS","93","","","","","","",""
"436","Cuir","Artisanat_Industrie","Carderon","GRIS","133","","","","","","",""
"437","Viande","","Carderon","","33","","","","","","",""
"438","Cuir","Artisanat_Industrie","Morjul","OR","186","","","","","","",""
"439","Viande","Nourriture","Morjul","OR","149","","","","","","",""
"440","Encens","Alchimie","Morjul","","101","","","","","","",""
"441","Encens","","Darh","","97","","","","","","",""
"442","Epices","Rare","Morjul","OR","54","","","","","","",""
"443","Grain","Agriculture","Morjul","OR","200","","","","","","",""
"444","Poupee de Ramauk","Rare","Morjul","OR","11","","","","","","",""
"445","Cadavres frais","Rare","Morjul","OR","164","","","","","","",""
"446","Nourriture","","Serenissime","","1095","","","","","","",""
"466","Epices","Rare","Calias","EMPR","4","","","","","","",""
"494","Cuir","Artisanat_Industrie","Darh","OR","196","","","","","","",""
"495","Viande","Nourriture","Darh","OR","170","","","","","","",""
"496","Cadavres frais","","Darh","OR","424","","","","","","",""
"497","Charbon","Industrie","Gunnar","SAUV","66","","","","","","",""
"498","Fruits","Nourriture","Gunnar","SAUV","416","","","","","","",""
"499","Gibier","Nourriture","Gunnar","SAUV","419","","","","","","",""
"500","Moral","Productivite","Gunnar","SAUV","547","","","","","","",""
"501","Pierres de vie","Rare","Gunnar","SAUV","31","","","","","","",""
"502","Poissons","Nourriture","Gunnar","SAUV","306","","","","","","",""
"503","Vegetaux","Agriculture","Gunnar","SAUV","463","","","","","","",""
"504","Acier","Artisanat_Industrie","Gunnar","SAUV","9","","","","","","",""
"505","Cuir","Artisanat_Industrie","Gunnar","SAUV","207","","","","","","",""
"506","Gemmes","Rare","Gunnar","SAUV","46","","","","","","",""
"507","Viande","Nourriture","Gunnar","SAUV","373","","","","","","",""
"508","Perles","Rare","Gunnar","SAUV","19","","","","","","",""
"509","Papier","","Darh","","44","","","","","","",""
"513","Cadavres frais","Rare","Gowryn","NAIN","74","","","","","","",""
"514","Fruits","","Gowryn","","48","","","","","","",""
"515","Gemmes","Rare","Gowryn","NAIN","14","","","","","","",""
"516","Gibier","Nourriture","Gowryn","NAIN","55","","","","","","",""
"517","Moral","Productivite","Gowryn","NAIN","435","","","","","","",""
"518","Pierres de vie","Rare","Gowryn","NAIN","86","","","","","","",""
"519","Vegetaux","Agriculture","Gowryn","NAIN","243","","","","","","",""
"520","Charbon","Industrie","Gowryn","NAIN","55","","","","","","",""
"521","Poissons","Nourriture","Gowryn","NAIN","52","","","","","","",""
"522","Dricks","","Monstres","NJ","97","","","","","","",""
"523","Viande","","Creatures","NJ","14","","","","","","",""
"526","Dricks","Monnaie","Sephar","","0","","","","","","",""
"527","Pain","Nourriture","Sephar","","0","","","","","","",""
"528","Fruits","Nourriture","Sephar","","102","","","","","","",""
"529","Viande","Nourriture","Sephar","","3","","","","","","",""
"530","Nourriture","","Sephar","MO","92","","","","","","",""
"531","Grain","Agriculture","Gunnar","SAUV","381","","","","","","",""
"532","Grain","Agriculture","Gowryn","NAIN","237","","","","","","",""
"533","Cuir","Artisanat_Industrie","Gowryn","NAIN","103","","","","","","",""
"534","Acier","Artisanat_Industrie","Darh","OR","60","","","","","","",""
"535","Acier de Grim","Rare","Serenissime","","21","","","","","","",""
"536","Encens","Alchimie","Serenissime","","166","","","","","","",""
"537","Pierres de vie","Rare","Serenissime","","214","","","","","","",""
"538","Poupee de Ramauk","Rare","Serenissime","","4","","","","","","",""
"539","Spiritueux","Artisanat_Industrie","Serenissime","","139","","","","","","",""
"540","Voile","Industrie","Serenissime","","27","","","","","","",""
"541","Nourriture","","Creatures","NJ","39","","","","","","",""
"542","Dricks","","Drogschol","","116","","","","","","",""
"543","Pain","Nourriture","Drogschol","","65","","","","","","",""
"544","Bois","Artisanat_Industrie","Drogschol","","254","","","","","","",""
"545","Metal","Artisanat_Industrie","Drogschol","","227","","","","","","",""
"546","Cereales","Agriculture","Drogschol","","360","","","","","","",""
"547","Pierre","Artisanat_Industrie","Drogschol","","293","","","","","","",""
"548","Chevrons de construction","Artisanat_Industrie","Drogschol","","118","","","","","","",""
"549","Acier","Artisanat_Industrie","Drogschol","","152","","","","","","",""
"550","Acier de Grim","Rare","Drogschol","","3","","","","","","",""
"551","Cadavres frais","Rare","Drogschol","","80","","","","","","",""
"552","Charbon","Industrie","Drogschol","","102","","","","","","",""
"553","Cuir","Artisanat_Industrie","Drogschol","","63","","","","","","",""
"554","Encens","Alchimie","Drogschol","","5","","","","","","",""
"555","Engrenages","Industrie","Drogschol","","42","","","","","","",""
"556","Epices","","Drogschol","","1","","","","","","",""
"557","Fruits","Nourriture","Drogschol","","130","","","","","","",""
"558","Gemmes","Rare","Drogschol","","40","","","","","","",""
"559","Gibier","Nourriture","Drogschol","","240","","","","","","",""
"560","Grain","Agriculture","Drogschol","","271","","","","","","",""
"561","Papier","Artisanat_Industrie","Drogschol","","22","","","","","","",""
"562","Perles","Rare","Drogschol","","12","","","","","","",""
"563","Pierres de vie","Rare","Drogschol","","35","","","","","","",""
"564","Poissons","Nourriture","Drogschol","","299","","","","","","",""
"565","Poupee de Ramauk","Rare","Drogschol","","2","","","","","","",""
"566","Spiritueux","Artisanat_Industrie","Drogschol","","25","","","","","","",""
"567","Tissu","Artisanat_Industrie","Drogschol","","12","","","","","","",""
"568","Vegetaux","Agriculture","Drogschol","","604","","","","","","",""
"569","Viande","Nourriture","Drogschol","","68","","","","","","",""
"570","Voile","Industrie","Drogschol","","18","","","","","","",""
"571","Nourriture","","Drogschol","EMPR","1309","","","","","","",""
"572","Dricks","Monnaie","Cook","","90","","","","","","",""
"573","Pain","Nourriture","Cook","","224","","","","","","",""
"574","Bois","Artisanat_Industrie","Cook","","411","","","","","","",""
"575","Metal","Artisanat_Industrie","Cook","","59","","","","","","",""
"576","Cereales","Agriculture","Cook","","908","","","","","","",""
"577","Pierre","Artisanat_Industrie","Cook","","352","","","","","","",""
"578","Chevrons de construction","Artisanat_Industrie","Cook","","130","","","","","","",""
"579","Nourriture","","Cook","ILES","3109","","","","","","",""
"580","Papier","Artisanat_Industrie","Calias","EMPR","32","","","","","","",""
"592","Dricks","Monnaie","Tievani","","9","","","","","","",""
"593","Pain","Nourriture","Tievani","","307","","","","","","",""
"594","Bois","Artisanat_Industrie","Tievani","","1065","","","","","","",""
"595","Metal","Artisanat_Industrie","Tievani","","269","","","","","","",""
"596","Cereales","Agriculture","Tievani","","1019","","","","","","",""
"597","Pierre","Artisanat_Industrie","Tievani","","172","","","","","","",""
"598","Chevrons de construction","Artisanat_Industrie","Tievani","","47","","","","","","",""
"599","Voile","Industrie","Tievani","","10","","","","","","",""
"600","Nourriture","","Tievani","ILES","3490","","","","","","",""
"601","Dricks","","Samael","MO","29","","","","","","",""
"602","Pain","Nourriture","Samael","","73","","","","","","",""
"603","Cuir","Artisanat_Industrie","Samael","","66","","","","","","",""
"604","Gemmes","Rare","Samael","","3","","","","","","",""
"605","Pierres de vie","Rare","Samael","","1","","","","","","",""
"606","Poupee de Ramauk","Rare","Samael","","1","","","","","","",""
"607","Tissu","Artisanat_Industrie","Samael","","1","","","","","","",""
"608","Nourriture","","Samael","MO","1046","","","","","","",""
"609","Grain","Agriculture","Carderon","GRIS","512","","","","","","",""
"610","Acier","Artisanat_Industrie","Carderon","GRIS","70","","","","","","",""
"611","Gemmes","Rare","Carderon","GRIS","117","","","","","","",""
"612","Epices","Rare","Gowryn","NAIN","35","","","","","","",""
"613","Spiritueux","Artisanat_Industrie","Gowryn","NAIN","25","","","","","","",""
"622","Grain","Agriculture","Darh","OR","490","","","","","","",""
"624","Charbon","Industrie","Tievani","ILES","210","","","","","","",""
"625","Fruits","Nourriture","Tievani","ILES","630","","","","","","",""
"626","Gibier","Nourriture","Tievani","ILES","374","","","","","","",""
"627","Moral","Productivite","Tievani","ILES","500","","","","","","",""
"628","Pierres de vie","Rare","Tievani","ILES","112","","","","","","",""
"629","Poissons","Nourriture","Tievani","ILES","480","","","","","","",""
"630","Vegetaux","Agriculture","Tievani","ILES","1012","","","","","","",""
"631","Acier","Artisanat_Industrie","Morjul","OR","143","","","","","","",""
"632","Epices","","Gunnar","SAUV","8","","","","","","",""
"633","Voile","Rare","Gunnar","SAUV","39","","","","","","",""
"634","Viande","Nourriture","Tievani","ILES","201","","","","","","",""
"635","Gemmes","Rare","Tievani","ILES","17","","","","","","",""
"636","Spiritueux","Artisanat_Industrie","Gunnar","SAUV","35","","","","","","",""
"637","Cuir","Artisanat_Industrie","Tievani","ILES","203","","","","","","",""
"638","Acier","Artisanat_Industrie","Tievani","ILES","119","","","","","","",""
"639","Tissu","Artisanat_Industrie","Gunnar","SAUV","24","","","","","","",""
"640","Cadavres frais","Rare","Serenissime","SERE","127","","","","","","",""
"641","Epices","Rare","Serenissime","SERE","104","","","","","","",""
"642","Cuir","Artisanat_Industrie","Cook","ILES","133","","","","","","",""
"643","Fruits","Nourriture","Cook","ILES","308","","","","","","",""
"644","Gibier","Nourriture","Cook","ILES","132","","","","","","",""
"645","Moral","Productivite","Cook","ILES","500","","","","","","",""
"646","Pierres de vie","Rare","Cook","ILES","108","","","","","","",""
"647","Poissons","Nourriture","Cook","ILES","701","","","","","","",""
"648","Vegetaux","Agriculture","Cook","ILES","107","","","","","","",""
"649","Viande","Nourriture","Cook","ILES","286","","","","","","",""
"650","Acier","Artisanat_Industrie","Calias","EMPR","77","","","","","","",""
"651","Acier","Artisanat_Industrie","Torgiel","ORKS","128","","","","","","",""
"652","Charbon","Industrie","Torgiel","ORKS","152","","","","","","",""
"653","Epices","Rare","Darh","OR","220","","","","","","",""
"654","Spiritueux","","Darh","","43","","","","","","",""
"655","Tissu","Artisanat_Industrie","Darh","OR","86","","","","","","",""
"656","Dricks","","PACK_COMTE_BASE","","60","","","","","","",""
"657","Pain","","PACK_COMTE_BASE","","50","","","","","","",""
"658","Bois","","PACK_COMTE_BASE","","40","","","","","","",""
"659","Metal","","PACK_COMTE_BASE","","30","","","","","","",""
"660","Cereales","","PACK_COMTE_BASE","","10","","","","","","",""
"661","Pierre","","PACK_COMTE_BASE","","10","","","","","","",""
"662","Chevrons de construction","","PACK_COMTE_BASE","","5","","","","","","",""
"663","","","PACK_COMTE_BASE","","1","","Feu de camp","","","","",""
"664","","","PACK_COMTE_BASE","","1","","Source de vie","","","","",""
"665","","","PACK_COMTE_BASE","","1","","Clairière sacrée","","","","",""
"666","","","PACK_COMTE_BASE","","20","","Paysan","","","","",""
"668","","","PACK_BRIGAND","","1","","Bastion de Brigands","","","","",""
"673","Papier","","Morjul","OR","25","","","","","","",""
"674","Spiritueux","Artisanat_Industrie","Morjul","OR","77","","","","","","",""
"675","Dricks","","PACK_BRIGAND","","15","","","","","","",""
"676","Spiritueux","","PACK_BRIGAND","","1","","","","","","",""
"677","","","PACK_BRIGAND","","1","","Chef de bande","","","","",""
"678","","","PACK_BRIGAND","","12","","Hors la loi","","","","",""
"679","","","PACK_BRIGAND","","12","","Brigands","","","","",""
"680","","","PACK_BRIGAND","","5","","Voleur","","","","",""
"681","","","PACK_BRIGAND","","1","","Assassin","","","","",""
"682","","","PACK_MARCHAND","","1","","Maison de marchand","","","","",""
"683","Charbon","Industrie","Cook","ILES","198","","","","","","",""
"684","Tissu","Artisanat_Industrie","Cook","ILES","24","","","","","","",""
